S 	L 	M 	s1	l1	m1	s2	l2	m2	I
1	1	-1	0	3	-2	1	2	-2	0.0
1	1	-1	0	3	-2	1	2	-1	0.0
1	1	-1	0	3	-2	1	2	0	0.0
1	1	-1	0	3	-2	1	2	1	0.15078600877302684
1	1	-1	0	3	-2	1	2	2	0.0
1	1	-1	0	3	-2	1	4	-4	0.0
1	1	-1	0	3	-2	1	4	-3	0.0
1	1	-1	0	3	-2	1	4	-2	0.0
1	1	-1	0	3	-2	1	4	-1	0.0
1	1	-1	0	3	-2	1	4	0	0.0
1	1	-1	0	3	-2	1	4	1	0.08429194141809192
1	1	-1	0	3	-2	1	4	2	0.0
1	1	-1	0	3	-2	1	4	3	0.0
1	1	-1	0	3	-2	1	4	4	0.0
1	1	-1	0	3	-1	1	2	-2	0.0
1	1	-1	0	3	-1	1	2	-1	0.0
1	1	-1	0	3	-1	1	2	0	-0.1167983401638037
1	1	-1	0	3	-1	1	2	1	0.0
1	1	-1	0	3	-1	1	2	2	0.0
1	1	-1	0	3	-1	1	4	-4	0.0
1	1	-1	0	3	-1	1	4	-3	0.0
1	1	-1	0	3	-1	1	4	-2	0.0
1	1	-1	0	3	-1	1	4	-1	0.0
1	1	-1	0	3	-1	1	4	0	-0.119206806752224
1	1	-1	0	3	-1	1	4	1	0.0
1	1	-1	0	3	-1	1	4	2	0.0
1	1	-1	0	3	-1	1	4	3	0.0
1	1	-1	0	3	-1	1	4	4	0.0
1	1	-1	0	3	0	1	2	-2	0.0
1	1	-1	0	3	0	1	2	-1	0.08258889836115868
1	1	-1	0	3	0	1	2	0	0.0
1	1	-1	0	3	0	1	2	1	0.0
1	1	-1	0	3	0	1	2	2	0.0
1	1	-1	0	3	0	1	4	-4	0.0
1	1	-1	0	3	0	1	4	-3	0.0
1	1	-1	0	3	0	1	4	-2	0.0
1	1	-1	0	3	0	1	4	-1	0.15389532576864315
1	1	-1	0	3	0	1	4	0	0.0
1	1	-1	0	3	0	1	4	1	0.0
1	1	-1	0	3	0	1	4	2	0.0
1	1	-1	0	3	0	1	4	3	0.0
1	1	-1	0	3	0	1	4	4	0.0
1	1	-1	0	3	1	1	2	-2	-0.047682722700889614
1	1	-1	0	3	1	1	2	-1	0.0
1	1	-1	0	3	1	1	2	0	0.0
1	1	-1	0	3	1	1	2	1	0.0
1	1	-1	0	3	1	1	2	2	0.0
1	1	-1	0	3	1	1	4	-4	0.0
1	1	-1	0	3	1	1	4	-3	0.0
1	1	-1	0	3	1	1	4	-2	-0.18848251096628355
1	1	-1	0	3	1	1	4	-1	0.0
1	1	-1	0	3	1	1	4	0	0.0
1	1	-1	0	3	1	1	4	1	0.0
1	1	-1	0	3	1	1	4	2	0.0
1	1	-1	0	3	1	1	4	3	0.0
1	1	-1	0	3	1	1	4	4	0.0
1	1	-1	0	3	2	1	2	-2	0.0
1	1	-1	0	3	2	1	2	-1	0.0
1	1	-1	0	3	2	1	2	0	0.0
1	1	-1	0	3	2	1	2	1	0.0
1	1	-1	0	3	2	1	2	2	0.0
1	1	-1	0	3	2	1	4	-4	0.0
1	1	-1	0	3	2	1	4	-3	0.22301551451909635
1	1	-1	0	3	2	1	4	-2	0.0
1	1	-1	0	3	2	1	4	-1	0.0
1	1	-1	0	3	2	1	4	0	0.0
1	1	-1	0	3	2	1	4	1	0.0
1	1	-1	0	3	2	1	4	2	0.0
1	1	-1	0	3	2	1	4	3	0.0
1	1	-1	0	3	2	1	4	4	0.0
1	1	-1	0	3	3	1	2	-2	0.0
1	1	-1	0	3	3	1	2	-1	0.0
1	1	-1	0	3	3	1	2	0	0.0
1	1	-1	0	3	3	1	2	1	0.0
1	1	-1	0	3	3	1	2	2	0.0
1	1	-1	0	3	3	1	4	-4	-0.25751613468212636
1	1	-1	0	3	3	1	4	-3	0.0
1	1	-1	0	3	3	1	4	-2	0.0
1	1	-1	0	3	3	1	4	-1	0.0
1	1	-1	0	3	3	1	4	0	0.0
1	1	-1	0	3	3	1	4	1	0.0
1	1	-1	0	3	3	1	4	2	0.0
1	1	-1	0	3	3	1	4	3	0.0
1	1	-1	0	3	3	1	4	4	0.0
1	1	-1	0	4	-4	1	3	-3	0.0
1	1	-1	0	4	-4	1	3	-2	0.0
1	1	-1	0	4	-4	1	3	-1	0.0
1	1	-1	0	4	-4	1	3	0	0.0
1	1	-1	0	4	-4	1	3	1	0.0
1	1	-1	0	4	-4	1	3	2	0.0
1	1	-1	0	4	-4	1	3	3	0.1994711402007163
1	1	-1	0	4	-4	1	5	-5	0.0
1	1	-1	0	4	-4	1	5	-4	0.0
1	1	-1	0	4	-4	1	5	-3	0.0
1	1	-1	0	4	-4	1	5	-2	0.0
1	1	-1	0	4	-4	1	5	-1	0.0
1	1	-1	0	4	-4	1	5	0	0.0
1	1	-1	0	4	-4	1	5	1	0.0
1	1	-1	0	4	-4	1	5	2	0.0
1	1	-1	0	4	-4	1	5	3	0.03803765396310911
1	1	-1	0	4	-4	1	5	4	0.0
1	1	-1	0	4	-4	1	5	5	0.0
1	1	-1	0	4	-3	1	3	-3	0.0
1	1	-1	0	4	-3	1	3	-2	0.0
1	1	-1	0	4	-3	1	3	-1	0.0
1	1	-1	0	4	-3	1	3	0	0.0
1	1	-1	0	4	-3	1	3	1	0.0
1	1	-1	0	4	-3	1	3	2	-0.1727470747356677
1	1	-1	0	4	-3	1	3	3	0.0
1	1	-1	0	4	-3	1	5	-5	0.0
1	1	-1	0	4	-3	1	5	-4	0.0
1	1	-1	0	4	-3	1	5	-3	0.0
1	1	-1	0	4	-3	1	5	-2	0.0
1	1	-1	0	4	-3	1	5	-1	0.0
1	1	-1	0	4	-3	1	5	0	0.0
1	1	-1	0	4	-3	1	5	1	0.0
1	1	-1	0	4	-3	1	5	2	-0.06588314926482865
1	1	-1	0	4	-3	1	5	3	0.0
1	1	-1	0	4	-3	1	5	4	0.0
1	1	-1	0	4	-3	1	5	5	0.0
1	1	-1	0	4	-2	1	3	-3	0.0
1	1	-1	0	4	-2	1	3	-2	0.0
1	1	-1	0	4	-2	1	3	-1	0.0
1	1	-1	0	4	-2	1	3	0	0.0
1	1	-1	0	4	-2	1	3	1	0.14599792520475458
1	1	-1	0	4	-2	1	3	2	0.0
1	1	-1	0	4	-2	1	3	3	0.0
1	1	-1	0	4	-2	1	5	-5	0.0
1	1	-1	0	4	-2	1	5	-4	0.0
1	1	-1	0	4	-2	1	5	-3	0.0
1	1	-1	0	4	-2	1	5	-2	0.0
1	1	-1	0	4	-2	1	5	-1	0.0
1	1	-1	0	4	-2	1	5	0	0.0
1	1	-1	0	4	-2	1	5	1	0.09317284322217168
1	1	-1	0	4	-2	1	5	2	0.0
1	1	-1	0	4	-2	1	5	3	0.0
1	1	-1	0	4	-2	1	5	4	0.0
1	1	-1	0	4	-2	1	5	5	0.0
1	1	-1	0	4	-1	1	3	-3	0.0
1	1	-1	0	4	-1	1	3	-2	0.0
1	1	-1	0	4	-1	1	3	-1	0.0
1	1	-1	0	4	-1	1	3	0	-0.119206806752224
1	1	-1	0	4	-1	1	3	1	0.0
1	1	-1	0	4	-1	1	3	2	0.0
1	1	-1	0	4	-1	1	3	3	0.0
1	1	-1	0	4	-1	1	5	-5	0.0
1	1	-1	0	4	-1	1	5	-4	0.0
1	1	-1	0	4	-1	1	5	-3	0.0
1	1	-1	0	4	-1	1	5	-2	0.0
1	1	-1	0	4	-1	1	5	-1	0.0
1	1	-1	0	4	-1	1	5	0	-0.12028562337275517
1	1	-1	0	4	-1	1	5	1	0.0
1	1	-1	0	4	-1	1	5	2	0.0
1	1	-1	0	4	-1	1	5	3	0.0
1	1	-1	0	4	-1	1	5	4	0.0
1	1	-1	0	4	-1	1	5	5	0.0
1	1	-1	0	4	0	1	3	-3	0.0
1	1	-1	0	4	0	1	3	-2	0.0
1	1	-1	0	4	0	1	3	-1	0.09233719546118588
1	1	-1	0	4	0	1	3	0	0.0
1	1	-1	0	4	0	1	3	1	0.0
1	1	-1	0	4	0	1	3	2	0.0
1	1	-1	0	4	0	1	3	3	0.0
1	1	-1	0	4	0	1	5	-5	0.0
1	1	-1	0	4	0	1	5	-4	0.0
1	1	-1	0	4	0	1	5	-3	0.0
1	1	-1	0	4	0	1	5	-2	0.0
1	1	-1	0	4	0	1	5	-1	0.14731920032792215
1	1	-1	0	4	0	1	5	0	0.0
1	1	-1	0	4	0	1	5	1	0.0
1	1	-1	0	4	0	1	5	2	0.0
1	1	-1	0	4	0	1	5	3	0.0
1	1	-1	0	4	0	1	5	4	0.0
1	1	-1	0	4	0	1	5	5	0.0
1	1	-1	0	4	1	1	3	-3	0.0
1	1	-1	0	4	1	1	3	-2	-0.06529225706635224
1	1	-1	0	4	1	1	3	-1	0.0
1	1	-1	0	4	1	1	3	0	0.0
1	1	-1	0	4	1	1	3	1	0.0
1	1	-1	0	4	1	1	3	2	0.0
1	1	-1	0	4	1	1	3	3	0.0
1	1	-1	0	4	1	1	5	-5	0.0
1	1	-1	0	4	1	1	5	-4	0.0
1	1	-1	0	4	1	1	5	-3	0.0
1	1	-1	0	4	1	1	5	-2	-0.1743104285444845
1	1	-1	0	4	1	1	5	-1	0.0
1	1	-1	0	4	1	1	5	0	0.0
1	1	-1	0	4	1	1	5	1	0.0
1	1	-1	0	4	1	1	5	2	0.0
1	1	-1	0	4	1	1	5	3	0.0
1	1	-1	0	4	1	1	5	4	0.0
1	1	-1	0	4	1	1	5	5	0.0
1	1	-1	0	4	2	1	3	-3	0.03769650219325671
1	1	-1	0	4	2	1	3	-2	0.0
1	1	-1	0	4	2	1	3	-1	0.0
1	1	-1	0	4	2	1	3	0	0.0
1	1	-1	0	4	2	1	3	1	0.0
1	1	-1	0	4	2	1	3	2	0.0
1	1	-1	0	4	2	1	3	3	0.0
1	1	-1	0	4	2	1	5	-5	0.0
1	1	-1	0	4	2	1	5	-4	0.0
1	1	-1	0	4	2	1	5	-3	0.20127634568543432
1	1	-1	0	4	2	1	5	-2	0.0
1	1	-1	0	4	2	1	5	-1	0.0
1	1	-1	0	4	2	1	5	0	0.0
1	1	-1	0	4	2	1	5	1	0.0
1	1	-1	0	4	2	1	5	2	0.0
1	1	-1	0	4	2	1	5	3	0.0
1	1	-1	0	4	2	1	5	4	0.0
1	1	-1	0	4	2	1	5	5	0.0
1	1	-1	0	4	3	1	3	-3	0.0
1	1	-1	0	4	3	1	3	-2	0.0
1	1	-1	0	4	3	1	3	-1	0.0
1	1	-1	0	4	3	1	3	0	0.0
1	1	-1	0	4	3	1	3	1	0.0
1	1	-1	0	4	3	1	3	2	0.0
1	1	-1	0	4	3	1	3	3	0.0
1	1	-1	0	4	3	1	5	-5	0.0
1	1	-1	0	4	3	1	5	-4	-0.22822592377865467
1	1	-1	0	4	3	1	5	-3	0.0
1	1	-1	0	4	3	1	5	-2	0.0
1	1	-1	0	4	3	1	5	-1	0.0
1	1	-1	0	4	3	1	5	0	0.0
1	1	-1	0	4	3	1	5	1	0.0
1	1	-1	0	4	3	1	5	2	0.0
1	1	-1	0	4	3	1	5	3	0.0
1	1	-1	0	4	3	1	5	4	0.0
1	1	-1	0	4	3	1	5	5	0.0
1	1	-1	0	4	4	1	3	-3	0.0
1	1	-1	0	4	4	1	3	-2	0.0
1	1	-1	0	4	4	1	3	-1	0.0
1	1	-1	0	4	4	1	3	0	0.0
1	1	-1	0	4	4	1	3	1	0.0
1	1	-1	0	4	4	1	3	2	0.0
1	1	-1	0	4	4	1	3	3	0.0
1	1	-1	0	4	4	1	5	-5	0.2551643398983788
1	1	-1	0	4	4	1	5	-4	0.0
1	1	-1	0	4	4	1	5	-3	0.0
1	1	-1	0	4	4	1	5	-2	0.0
1	1	-1	0	4	4	1	5	-1	0.0
1	1	-1	0	4	4	1	5	0	0.0
1	1	-1	0	4	4	1	5	1	0.0
1	1	-1	0	4	4	1	5	2	0.0
1	1	-1	0	4	4	1	5	3	0.0
1	1	-1	0	4	4	1	5	4	0.0
1	1	-1	0	4	4	1	5	5	0.0
1	1	-1	0	5	-5	1	4	-4	0.0
1	1	-1	0	5	-5	1	4	-3	0.0
1	1	-1	0	5	-5	1	4	-2	0.0
1	1	-1	0	5	-5	1	4	-1	0.0
1	1	-1	0	5	-5	1	4	0	0.0
1	1	-1	0	5	-5	1	4	1	0.0
1	1	-1	0	5	-5	1	4	2	0.0
1	1	-1	0	5	-5	1	4	3	0.0
1	1	-1	0	5	-5	1	4	4	-0.2083408111017064
1	1	-1	0	5	-4	1	4	-4	0.0
1	1	-1	0	5	-4	1	4	-3	0.0
1	1	-1	0	5	-4	1	4	-2	0.0
1	1	-1	0	5	-4	1	4	-1	0.0
1	1	-1	0	5	-4	1	4	0	0.0
1	1	-1	0	5	-4	1	4	1	0.0
1	1	-1	0	5	-4	1	4	2	0.0
1	1	-1	0	5	-4	1	4	3	0.18634568644434335
1	1	-1	0	5	-4	1	4	4	0.0
1	1	-1	0	5	-3	1	4	-4	0.0
1	1	-1	0	5	-3	1	4	-3	0.0
1	1	-1	0	5	-3	1	4	-2	0.0
1	1	-1	0	5	-3	1	4	-1	0.0
1	1	-1	0	5	-3	1	4	0	0.0
1	1	-1	0	5	-3	1	4	1	0.0
1	1	-1	0	5	-3	1	4	2	-0.16434144807378417
1	1	-1	0	5	-3	1	4	3	0.0
1	1	-1	0	5	-3	1	4	4	0.0
1	1	-1	0	5	-2	1	4	-4	0.0
1	1	-1	0	5	-2	1	4	-3	0.0
1	1	-1	0	5	-2	1	4	-2	0.0
1	1	-1	0	5	-2	1	4	-1	0.0
1	1	-1	0	5	-2	1	4	0	0.0
1	1	-1	0	5	-2	1	4	1	0.1423238689266183
1	1	-1	0	5	-2	1	4	2	0.0
1	1	-1	0	5	-2	1	4	3	0.0
1	1	-1	0	5	-2	1	4	4	0.0
1	1	-1	0	5	-1	1	4	-4	0.0
1	1	-1	0	5	-1	1	4	-3	0.0
1	1	-1	0	5	-1	1	4	-2	0.0
1	1	-1	0	5	-1	1	4	-1	0.0
1	1	-1	0	5	-1	1	4	0	-0.12028562337275517
1	1	-1	0	5	-1	1	4	1	0.0
1	1	-1	0	5	-1	1	4	2	0.0
1	1	-1	0	5	-1	1	4	3	0.0
1	1	-1	0	5	-1	1	4	4	0.0
1	1	-1	0	5	0	1	4	-4	0.0
1	1	-1	0	5	0	1	4	-3	0.0
1	1	-1	0	5	0	1	4	-2	0.0
1	1	-1	0	5	0	1	4	-1	0.09821280021861477
1	1	-1	0	5	0	1	4	0	0.0
1	1	-1	0	5	0	1	4	1	0.0
1	1	-1	0	5	0	1	4	2	0.0
1	1	-1	0	5	0	1	4	3	0.0
1	1	-1	0	5	0	1	4	4	0.0
1	1	-1	0	5	1	1	4	-4	0.0
1	1	-1	0	5	1	1	4	-3	0.0
1	1	-1	0	5	1	1	4	-2	-0.07607530792621822
1	1	-1	0	5	1	1	4	-1	0.0
1	1	-1	0	5	1	1	4	0	0.0
1	1	-1	0	5	1	1	4	1	0.0
1	1	-1	0	5	1	1	4	2	0.0
1	1	-1	0	5	1	1	4	3	0.0
1	1	-1	0	5	1	1	4	4	0.0
1	1	-1	0	5	2	1	4	-4	0.0
1	1	-1	0	5	2	1	4	-3	0.05379336611548362
1	1	-1	0	5	2	1	4	-2	0.0
1	1	-1	0	5	2	1	4	-1	0.0
1	1	-1	0	5	2	1	4	0	0.0
1	1	-1	0	5	2	1	4	1	0.0
1	1	-1	0	5	2	1	4	2	0.0
1	1	-1	0	5	2	1	4	3	0.0
1	1	-1	0	5	2	1	4	4	0.0
1	1	-1	0	5	3	1	4	-4	-0.03105761440739056
1	1	-1	0	5	3	1	4	-3	0.0
1	1	-1	0	5	3	1	4	-2	0.0
1	1	-1	0	5	3	1	4	-1	0.0
1	1	-1	0	5	3	1	4	0	0.0
1	1	-1	0	5	3	1	4	1	0.0
1	1	-1	0	5	3	1	4	2	0.0
1	1	-1	0	5	3	1	4	3	0.0
1	1	-1	0	5	3	1	4	4	0.0
1	1	-1	0	5	4	1	4	-4	0.0
1	1	-1	0	5	4	1	4	-3	0.0
1	1	-1	0	5	4	1	4	-2	0.0
1	1	-1	0	5	4	1	4	-1	0.0
1	1	-1	0	5	4	1	4	0	0.0
1	1	-1	0	5	4	1	4	1	0.0
1	1	-1	0	5	4	1	4	2	0.0
1	1	-1	0	5	4	1	4	3	0.0
1	1	-1	0	5	4	1	4	4	0.0
1	1	-1	0	5	5	1	4	-4	0.0
1	1	-1	0	5	5	1	4	-3	0.0
1	1	-1	0	5	5	1	4	-2	0.0
1	1	-1	0	5	5	1	4	-1	0.0
1	1	-1	0	5	5	1	4	0	0.0
1	1	-1	0	5	5	1	4	1	0.0
1	1	-1	0	5	5	1	4	2	0.0
1	1	-1	0	5	5	1	4	3	0.0
1	1	-1	0	5	5	1	4	4	0.0
1	1	0	0	0	0	1	1	-1	0.0
1	1	0	0	0	0	1	1	0	0.2820947917738781
1	1	0	0	0	0	1	1	1	0.0
1	1	0	0	1	-1	1	2	-2	0.0
1	1	0	0	1	-1	1	2	-1	0.0
1	1	0	0	1	-1	1	2	0	0.0
1	1	0	0	1	-1	1	2	1	-0.18923493915151204
1	1	0	0	1	-1	1	2	2	0.0
1	1	0	0	1	0	1	2	-2	0.0
1	1	0	0	1	0	1	2	-1	0.0
1	1	0	0	1	0	1	2	0	0.2185096861184158
1	1	0	0	1	0	1	2	1	0.0
1	1	0	0	1	0	1	2	2	0.0
1	1	0	0	1	1	1	2	-2	0.0
1	1	0	0	1	1	1	2	-1	-0.18923493915151204
1	1	0	0	1	1	1	2	0	0.0
1	1	0	0	1	1	1	2	1	0.0
1	1	0	0	1	1	1	2	2	0.0
1	1	0	0	2	-2	1	1	-1	0.0
1	1	0	0	2	-2	1	1	0	0.0
1	1	0	0	2	-2	1	1	1	0.0
1	1	0	0	2	-2	1	3	-3	0.0
1	1	0	0	2	-2	1	3	-2	0.0
1	1	0	0	2	-2	1	3	-1	0.0
1	1	0	0	2	-2	1	3	0	0.0
1	1	0	0	2	-2	1	3	1	0.0
1	1	0	0	2	-2	1	3	2	0.15078600877302684
1	1	0	0	2	-2	1	3	3	0.0
1	1	0	0	2	-1	1	1	-1	0.0
1	1	0	0	2	-1	1	1	0	0.0
1	1	0	0	2	-1	1	1	1	0.1092548430592079
1	1	0	0	2	-1	1	3	-3	0.0
1	1	0	0	2	-1	1	3	-2	0.0
1	1	0	0	2	-1	1	3	-1	0.0
1	1	0	0	2	-1	1	3	0	0.0
1	1	0	0	2	-1	1	3	1	-0.19073089080355846
1	1	0	0	2	-1	1	3	2	0.0
1	1	0	0	2	-1	1	3	3	0.0
1	1	0	0	2	0	1	1	-1	0.0
1	1	0	0	2	0	1	1	0	-0.126156626101008
1	1	0	0	2	0	1	1	1	0.0
1	1	0	0	2	0	1	3	-3	0.0
1	1	0	0	2	0	1	3	-2	0.0
1	1	0	0	2	0	1	3	-1	0.0
1	1	0	0	2	0	1	3	0	0.20230065940342062
1	1	0	0	2	0	1	3	1	0.0
1	1	0	0	2	0	1	3	2	0.0
1	1	0	0	2	0	1	3	3	0.0
1	1	0	0	2	1	1	1	-1	0.1092548430592079
1	1	0	0	2	1	1	1	0	0.0
1	1	0	0	2	1	1	1	1	0.0
1	1	0	0	2	1	1	3	-3	0.0
1	1	0	0	2	1	1	3	-2	0.0
1	1	0	0	2	1	1	3	-1	-0.19073089080355846
1	1	0	0	2	1	1	3	0	0.0
1	1	0	0	2	1	1	3	1	0.0
1	1	0	0	2	1	1	3	2	0.0
1	1	0	0	2	1	1	3	3	0.0
1	1	0	0	2	2	1	1	-1	0.0
1	1	0	0	2	2	1	1	0	0.0
1	1	0	0	2	2	1	1	1	0.0
1	1	0	0	2	2	1	3	-3	0.0
1	1	0	0	2	2	1	3	-2	0.15078600877302684
1	1	0	0	2	2	1	3	-1	0.0
1	1	0	0	2	2	1	3	0	0.0
1	1	0	0	2	2	1	3	1	0.0
1	1	0	0	2	2	1	3	2	0.0
1	1	0	0	2	2	1	3	3	0.0
1	1	0	0	3	-3	1	2	-2	0.0
1	1	0	0	3	-3	1	2	-1	0.0
1	1	0	0	3	-3	1	2	0	0.0
1	1	0	0	3	-3	1	2	1	0.0
1	1	0	0	3	-3	1	2	2	0.0
1	1	0	0	3	-3	1	4	-4	0.0
1	1	0	0	3	-3	1	4	-3	0.0
1	1	0	0	3	-3	1	4	-2	0.0
1	1	0	0	3	-3	1	4	-1	0.0
1	1	0	0	3	-3	1	4	0	0.0
1	1	0	0	3	-3	1	4	1	0.0
1	1	0	0	3	-3	1	4	2	0.0
1	1	0	0	3	-3	1	4	3	-0.12875806734106318
1	1	0	0	3	-3	1	4	4	0.0
1	1	0	0	3	-2	1	2	-2	0.0
1	1	0	0	3	-2	1	2	-1	0.0
1	1	0	0	3	-2	1	2	0	0.0
1	1	0	0	3	-2	1	2	1	0.0
1	1	0	0	3	-2	1	2	2	-0.10662180931146154
1	1	0	0	3	-2	1	4	-4	0.0
1	1	0	0	3	-2	1	4	-3	0.0
1	1	0	0	3	-2	1	4	-2	0.0
1	1	0	0	3	-2	1	4	-1	0.0
1	1	0	0	3	-2	1	4	0	0.0
1	1	0	0	3	-2	1	4	1	0.0
1	1	0	0	3	-2	1	4	2	0.16858388283618383
1	1	0	0	3	-2	1	4	3	0.0
1	1	0	0	3	-2	1	4	4	0.0
1	1	0	0	3	-1	1	2	-2	0.0
1	1	0	0	3	-1	1	2	-1	0.0
1	1	0	0	3	-1	1	2	0	0.0
1	1	0	0	3	-1	1	2	1	0.1348671062689471
1	1	0	0	3	-1	1	2	2	0.0
1	1	0	0	3	-1	1	4	-4	0.0
1	1	0	0	3	-1	1	4	-3	0.0
1	1	0	0	3	-1	1	4	-2	0.0
1	1	0	0	3	-1	1	4	-1	0.0
1	1	0	0	3	-1	1	4	0	0.0
1	1	0	0	3	-1	1	4	1	-0.18848251096628355
1	1	0	0	3	-1	1	4	2	0.0
1	1	0	0	3	-1	1	4	3	0.0
1	1	0	0	3	-1	1	4	4	0.0
1	1	0	0	3	0	1	2	-2	0.0
1	1	0	0	3	0	1	2	-1	0.0
1	1	0	0	3	0	1	2	0	-0.14304816810266882
1	1	0	0	3	0	1	2	1	0.0
1	1	0	0	3	0	1	2	2	0.0
1	1	0	0	3	0	1	4	-4	0.0
1	1	0	0	3	0	1	4	-3	0.0
1	1	0	0	3	0	1	4	-2	0.0
1	1	0	0	3	0	1	4	-1	0.0
1	1	0	0	3	0	1	4	0	0.19466390027300612
1	1	0	0	3	0	1	4	1	0.0
1	1	0	0	3	0	1	4	2	0.0
1	1	0	0	3	0	1	4	3	0.0
1	1	0	0	3	0	1	4	4	0.0
1	1	0	0	3	1	1	2	-2	0.0
1	1	0	0	3	1	1	2	-1	0.1348671062689471
1	1	0	0	3	1	1	2	0	0.0
1	1	0	0	3	1	1	2	1	0.0
1	1	0	0	3	1	1	2	2	0.0
1	1	0	0	3	1	1	4	-4	0.0
1	1	0	0	3	1	1	4	-3	0.0
1	1	0	0	3	1	1	4	-2	0.0
1	1	0	0	3	1	1	4	-1	-0.18848251096628355
1	1	0	0	3	1	1	4	0	0.0
1	1	0	0	3	1	1	4	1	0.0
1	1	0	0	3	1	1	4	2	0.0
1	1	0	0	3	1	1	4	3	0.0
1	1	0	0	3	1	1	4	4	0.0
1	1	0	0	3	2	1	2	-2	-0.10662180931146154
1	1	0	0	3	2	1	2	-1	0.0
1	1	0	0	3	2	1	2	0	0.0
1	1	0	0	3	2	1	2	1	0.0
1	1	0	0	3	2	1	2	2	0.0
1	1	0	0	3	2	1	4	-4	0.0
1	1	0	0	3	2	1	4	-3	0.0
1	1	0	0	3	2	1	4	-2	0.16858388283618383
